Date,Temperature
3/11/2019,27.6
4/11/2019,28.7
5/11/2019,30.1
6/11/2019,28.9
7/11/2019,31.4
8/11/2019,29.4
9/11/2019,28.2
10/11/2019,31
11/11/2019,32.3
12/11/2019,31.2
13-11-2019,33.1
14-11-2019,33.2
15-11-2019,26.7
16-11-2019,25.5
17-11-2019,25.9
18-11-2019,23.6
19-11-2019,24.1
20-11-2019,25.3
21-11-2019,25.4
22-11-2019,24.6
23-11-2019,23.3
24-11-2019,23.1
25-11-2019,26.4
26-11-2019,29.7
27-11-2019,23.7
28-11-2019,24
29-11-2019,23.7
30-11-2019,23.5
1/12/2019,23.4
2/12/2019,22.2
3/12/2019,21.6
4/12/2019,22.7
5/12/2019,22.7
6/12/2019,21.1
7/12/2019,20.2
8/12/2019,18.9
9/12/2019,19
10/12/2019,21.2
11/12/2019,22.9
12/12/2019,19.6
13-12-2019,18.9
14-12-2019,19.8
15-12-2019,19.9
16-12-2019,20.4
17-12-2019,20.8
18-12-2019,21
19-12-2019,23.3
20-12-2019,23.9
21-12-2019,21.4
22-12-2019,20.4
23-12-2019,20.8
24-12-2019,22.2
25-12-2019,18.9
26-12-2019,17.5
27-12-2019,15.2
28-12-2019,12.8
29-12-2019,19.5
30-12-2019,19.3
31-12-2019,17.7
